first call	mean	std
reactor.ipc.netty.http.client.HttpClientOptions.isSecure(java.net.URI)	0.03317460317	0.00612706637
reactor.ipc.netty.resources.DefaultLoopKQueue.hasKQueue()	0.03317460317	0.01124410206
org.springframework.http.client.reactive.AbstractClientHttpRequest.getCookies()	0.03317460317	0.006624964049
org.springframework.util.LinkedMultiValueMap.size()	0.03301587302	0.006579168818
org.springframework.core.SerializableTypeWrapper.forTypeParameters(java.lang.Class)	0.03301587302	0.006816162081
org.springframework.http.HttpHeaders.lambda$add$5(java.lang.String)	0.03301587302	0.00458947057
org.springframework.util.LinkedCaseInsensitiveMap.removeEldestEntry(java.util.Map$Entry)	0.03301587302	0.006077520546
org.springframework.util.MimeType.checkToken(java.lang.String)	0.03301587302	0.006579168818
org.springframework.web.util.UriComponents.expandUriComponent(java.lang.String,org.springframework.web.util.UriComponents$UriTemplateVariables,java.util.function.UnaryOperator)	0.03285714286	0.008438116737
org.springframework.web.reactive.function.client.DefaultExchangeStrategiesBuilder$DefaultExchangeStrategies.messageReaders()	0.03285714286	0.00628138379
org.springframework.core.ResolvableType.getRawClass()	0.03285714286	0.00628138379
org.springframework.util.LinkedCaseInsensitiveMap.getLocale()	0.03285714286	0.005172752615
org.springframework.util.LinkedCaseInsensitiveMap.getLocale()	0.03285714286	0.004856209061
org.springframework.util.MimeType.getType()	0.03285714286	0.006998542122
org.springframework.util.MimeType.getSubtype()	0.03285714286	0.006998542122
org.springframework.util.CollectionUtils.isEmpty(java.util.Map)	0.03285714286	0.005471012044
org.springframework.util.LinkedMultiValueMap.size()	0.0326984127	0.005406154402
org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.0326984127	0.006224975096
org.springframework.core.ResolvableType$SyntheticParameterizedType.getRawType()	0.0326984127	0.009953279623
org.springframework.util.LinkedCaseInsensitiveMap.getLocale()	0.0326984127	0.007390759827
org.springframework.util.CollectionUtils.isEmpty(java.util.Map)	0.0326984127	0.00478302196
org.springframework.util.MimeType.checkToken(java.lang.String)	0.0326984127	0.006224975096
org.springframework.web.util.DefaultUriBuilderFactory.access$100(org.springframework.web.util.DefaultUriBuilderFactory)	0.03253968254	0.005335789306
org.springframework.util.LinkedMultiValueMap.entrySet()	0.03253968254	0.005900835014
org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.03253968254	0.005900835014
org.springframework.util.CollectionUtils$MultiValueMapAdapter.isEmpty()	0.03253968254	0.005900835014
org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.03253968254	0.005900835014
org.springframework.core.ResolvableType.resolve(java.lang.Class)	0.03253968254	0.006416312042
org.springframework.core.ResolvableType.getRawClass()	0.03253968254	0.005335789306
org.springframework.util.LinkedCaseInsensitiveMap.getLocale()	0.03253968254	0.004703343616
org.springframework.util.MimeType.getParameters()	0.03253968254	0.005335789306
org.springframework.core.SerializableTypeWrapper.forTypeParameters(java.lang.Class)	0.03238095238	0.005832118435
org.springframework.web.util.UriComponents.expandUriComponent(java.lang.String,org.springframework.web.util.UriComponents$UriTemplateVariables,java.util.function.UnaryOperator)	0.03238095238	0.006098213559
org.springframework.util.LinkedMultiValueMap.entrySet()	0.03238095238	0.005259695722
org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.03238095238	0.005832118435
org.springframework.util.LinkedMultiValueMap.size()	0.03222222222	0.005475615337
org.springframework.util.LinkedMultiValueMap.entrySet()	0.03222222222	0.005177621089
org.springframework.http.HttpHeaders.lambda$add$5(java.lang.String)	0.03222222222	0.005177621089
org.springframework.core.ResolvableType.getRawClass()	0.03222222222	0.005177621089
org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.03222222222	0.008441102095
org.springframework.util.MimeType.checkToken(java.lang.String)	0.03222222222	0.006027567475
org.springframework.web.util.UriComponentsBuilder$FullPathComponentBuilder.append(java.lang.String)	0.03206349206	0.004767192831
org.springframework.web.util.UriComponents.expandUriComponent(java.lang.String,org.springframework.web.util.UriComponents$UriTemplateVariables,java.util.function.UnaryOperator)	0.03206349206	0.0056789028
org.springframework.web.util.HierarchicalUriComponents$Type.isAlpha(int)	0.03206349206	0.009454776261
org.springframework.http.HttpHeaders.lambda$add$5(java.lang.String)	0.03206349206	0.004767192831
org.springframework.core.ResolvableType.forClass(java.lang.Class)	0.03206349206	0.004421710564
org.springframework.core.ResolvableType.resolveClass()	0.03206349206	0.006463261293
org.springframework.util.StringUtils.hasLength(java.lang.String)	0.03206349206	0.008195765488
org.springframework.core.io.buffer.NettyDataBuffer.getNativeBuffer()	0.03206349206	0.005392154842
org.springframework.util.ObjectUtils.isEmpty(java.lang.Object[])	0.0319047619	0.005302632727
org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.0319047619	0.006135285108
org.springframework.web.util.HierarchicalUriComponents$Type.isAlpha(int)	0.0319047619	0.004665694748
org.springframework.util.LinkedMultiValueMap.entrySet()	0.0319047619	0.006135285108
org.springframework.util.LinkedCaseInsensitiveMap.getLocale()	0.0319047619	0.005302632727
org.springframework.util.LinkedCaseInsensitiveMap.getLocale()	0.0319047619	0.005870870479
org.springframework.util.LinkedCaseInsensitiveMap.removeEldestEntry(java.util.Map$Entry)	0.0319047619	0.006135285108
org.springframework.util.CollectionUtils.isEmpty(java.util.Map)	0.0319047619	0.004994327848
org.springframework.core.SerializableTypeWrapper.unwrap(java.lang.reflect.Type)	0.0319047619	0.004994327848
org.springframework.http.codec.json.Jackson2CodecSupport.getObjectMapper()	0.0319047619	0.004665694748
org.springframework.web.util.DefaultUriBuilderFactory.access$100(org.springframework.web.util.DefaultUriBuilderFactory)	0.03174603175	0.004193601528
org.springframework.web.util.HierarchicalUriComponents$Type.isAlpha(int)	0.03174603175	0.01077028283
org.springframework.util.CollectionUtils$MultiValueMapAdapter.size()	0.03174603175	0.005784402272
org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.03174603175	0.005206736339
reactor.ipc.netty.resources.DefaultLoopEpoll.hasEpoll()	0.03174603175	0.003796273252
org.springframework.util.LinkedCaseInsensitiveMap.removeEldestEntry(java.util.Map$Entry)	0.03174603175	0.005206736339
org.springframework.util.LinkedCaseInsensitiveMap.getLocale()	0.03174603175	0.006556151247
org.springframework.util.LinkedCaseInsensitiveMap.removeEldestEntry(java.util.Map$Entry)	0.03174603175	0.004556412728
org.springframework.util.StringUtils.hasLength(java.lang.String)	0.03174603175	0.006052595544
org.springframework.util.MimeType.getType()	0.03174603175	0.008826310333
org.springframework.core.ResolvableType.forTypes(java.lang.reflect.Type[],org.springframework.core.ResolvableType$VariableResolver)	0.03174603175	0.004556412728
org.springframework.util.StringUtils.hasLength(java.lang.String)	0.03174603175	0.005206736339
org.springframework.util.StringUtils.hasLength(java.lang.String)	0.03174603175	0.006793947479
org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.03158730159	0.00478302196
org.springframework.util.LinkedMultiValueMap.size()	0.03158730159	0.006715617715
org.springframework.util.LinkedCaseInsensitiveMap.entrySet()	0.03158730159	0.00510410641
org.springframework.util.LinkedCaseInsensitiveMap.getLocale()	0.03158730159	0.005406154402
org.springframework.util.MimeType.checkToken(java.lang.String)	0.03158730159	0.00443877189
org.springframework.util.CollectionUtils.isEmpty(java.util.Map)	0.03158730159	0.004065475706
org.springframework.util.MimeType.getType()	0.03158730159	0.005692197167
org.springframework.core.ResolvableType.resolveClass()	0.03158730159	0.00596453785
org.springframework.core.ResolvableType.resolveClass()	0.03158730159	0.005692197167
org.springframework.core.ResolvableType.resolveType()	0.03158730159	0.00596453785
org.springframework.util.MimeType.getType()	0.03158730159	0.00596453785
org.springframework.util.StringUtils.hasLength(java.lang.String)	0.03158730159	0.006474945414
org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.03142857143	0.004312088161
org.springframework.web.util.HierarchicalUriComponents$Type.isAlpha(int)	0.03142857143	0.006867716715
org.springframework.web.util.UriComponents.getFragment()	0.03142857143	0.005593971488
org.springframework.core.ResolvableType.resolveType()	0.03142857143	0.004312088161
org.springframework.core.ResolvableType.forClass(java.lang.Class)	0.03142857143	0.004665694748
org.springframework.util.MimeType.getType()	0.03142857143	0.005870870479
org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.03142857143	0.004312088161
org.springframework.web.util.HierarchicalUriComponents$Type.isAlpha(int)	0.03126984127	0.006544612104
org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.03126984127	0.005771320306
org.springframework.web.util.HierarchicalUriComponents$FullPathComponent.getPath()	0.03126984127	0.004539793538
org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.03126984127	0.006544612104
org.springframework.util.LinkedCaseInsensitiveMap.getLocale()	0.03126984127	0.006297407754
org.springframework.util.LinkedCaseInsensitiveMap.getLocale()	0.03126984127	0.005489402053
org.springframework.util.MimeType.getType()	0.03126984127	0.003776310239
org.springframework.util.StringUtils.hasLength(java.lang.String)	0.03126984127	0.007451869584
org.springframework.util.MimeType.getType()	0.03126984127	0.00701292763
org.springframework.core.SerializableTypeWrapper.forTypeParameters(java.lang.Class)	0.03126984127	0.003776310239
org.springframework.util.MimeType.getType()	0.03126984127	0.006544612104
org.springframework.util.MimeType.getType()	0.03126984127	0.005192199122
org.springframework.core.ResolvableType.resolveType()	0.03111111111	0.005074402338
org.springframework.core.SerializableTypeWrapper.unwrap(java.lang.reflect.Type)	0.03111111111	0.004751310967
org.springframework.core.ResolvableType.getRawClass()	0.03111111111	0.004028119854
org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.03111111111	0.00361263704
org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.03095238095	0.005553287519
org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.03095238095	0.003868589716
org.springframework.web.util.HierarchicalUriComponents$Type.isAlpha(int)	0.03095238095	0.007284313591
org.springframework.web.util.HierarchicalUriComponents$Type.isAlpha(int)	0.03095238095	0.004948716593
org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.03095238095	0.0042591771
org.springframework.util.MimeType.checkToken(java.lang.String)	0.03095238095	0.003868589716
org.springframework.core.ResolvableType.resolve()	0.03095238095	0.004616837959
org.springframework.core.ResolvableType.forTypes(java.lang.reflect.Type[],org.springframework.core.ResolvableType$VariableResolver)	0.03095238095	0.0042591771
org.springframework.util.MimeType.getType()	0.03095238095	0.005259695722
org.springframework.http.HttpStatus$Series.values()	0.03095238095	0.003868589716
org.springframework.web.util.DefaultUriBuilderFactory.access$000(org.springframework.web.util.DefaultUriBuilderFactory)	0.03079365079	0.003695379913
org.springframework.core.ResolvableType.getRawClass()	0.03079365079	0.003237472707
org.springframework.core.SerializableTypeWrapper.unwrap(java.lang.reflect.Type)	0.03079365079	0.004102491423
org.springframework.core.SerializableTypeWrapper.unwrap(java.lang.reflect.Type)	0.03079365079	0.005133638612
org.springframework.core.SerializableTypeWrapper.unwrap(java.lang.reflect.Type)	0.03079365079	0.00598982929
org.springframework.util.MimeType.getType()	0.03079365079	0.004102491423
org.springframework.util.StringUtils.hasLength(java.lang.String)	0.03079365079	0.00719382171
org.springframework.http.HttpStatus.access$000(org.springframework.http.HttpStatus)	0.03079365079	0.005133638612
org.springframework.web.util.HierarchicalUriComponents$Type.isAlpha(int)	0.03063492063	0.006139390351
org.springframework.web.util.HierarchicalUriComponents$Type.isAlpha(int)	0.03063492063	0.003933178315
org.springframework.web.util.UriComponents.getScheme()	0.03063492063	0.004317927146
org.springframework.util.LinkedCaseInsensitiveMap.getLocale()	0.03063492063	0.004317927146
org.springframework.util.MimeType.getSubtype()	0.03063492063	0.004317927146
org.springframework.core.ResolvableType.isArray()	0.03063492063	0.004999370079
org.springframework.core.SerializableTypeWrapper.unwrap(java.lang.reflect.Type)	0.03063492063	0.004317927146
org.springframework.core.ResolvableType.resolve(java.lang.Class)	0.03063492063	0.003020047237
org.springframework.web.util.UriComponents.getScheme()	0.03047619048	0.004517539515
org.springframework.util.MimeType.getParameters()	0.03047619048	0.003299144395
org.springframework.util.MimeType.getType()	0.03047619048	0.004151332327
org.springframework.core.ResolvableType.forTypes(java.lang.reflect.Type[],org.springframework.core.ResolvableType$VariableResolver)	0.03047619048	0.002776643759
org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.03047619048	0.006023386019
org.springframework.web.util.HierarchicalUriComponents$Type.isAlpha(int)	0.03031746032	0.004352796572
org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.03031746032	0.003069695176
org.springframework.util.MimeType.getType()	0.03031746032	0.00354931425
org.springframework.core.ResolvableType.resolve()	0.03031746032	0.004352796572
org.springframework.core.ResolvableType.hasUnresolvableGenerics()	0.03031746032	0.002499685039
org.springframework.web.util.HierarchicalUriComponents$Type.isAlpha(int)	0.03015873016	0.005192199122
org.springframework.web.util.HierarchicalUriComponents$Type.isAlpha(int)	0.03015873016	0.004876917935
org.springframework.util.MimeType.getType()	0.03015873016	0.003776310239
org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.03015873016	0.002812705579
org.springframework.core.ResolvableType.resolve()	0.03015873016	0.002812705579
org.springframework.core.ResolvableType.resolve()	0.03015873016	0.006782812895
org.springframework.web.util.HierarchicalUriComponents$Type.isAlpha(int)	0.03	0.003563483225
org.springframework.util.StringUtils.hasLength(java.lang.String)	0.03	0.004364357805
org.springframework.util.StringUtils.hasLength(java.lang.String)	0.03	0.004714045208
org.springframework.util.MimeType.getType()	0.03	0.004364357805
org.springframework.util.MimeType.getType()	0.03	0.005345224838
org.springframework.util.StringUtils.hasLength(java.lang.String)	0.02984126984	0.005489402053
org.springframework.util.StringUtils.hasLength(java.lang.String)	0.02984126984	0.005771320306
org.springframework.util.StringUtils.hasLength(java.lang.String)	0.02968253968	0.004703343616
org.springframework.util.StringUtils.hasLength(java.lang.String)	0.02904761905	0.004616837959
